issue_id,bug_type,subsystems,dirctories,files,num_developer,num_unique_change,add_line,delete_line,churns,OpenToLastCommit_min,OpenToResolved_min,OpenToLastCommit_Days,OpenToResolved_Days,OpenToLastCommit_Hour,OpenToResolved_Hour
4794,Normal,1,1,1,36,120,8,1,9,22,1410,0,0,0.3666666667,23.5
4796,Normal,1,2,2,35,138,25,14,39,29,4970,0,3,0.4833333333,82.8333333333
4800,Normal,1,1,1,35,316,28,18,46,0,16,0,0,0,0.2666666667
4809,Normal,1,7,16,35,47,477,40,517,22,1414,0,0,0.3666666667,23.5666666667
4818,Normal,1,1,1,35,75,6,4,10,0,19,0,0,0,0.3166666667
4821,Performance,1,1,1,36,63,2,0,2,0,5,0,0,0,0.0833333333
4841,Normal,1,5,5,36,555,20,10,30,0,4,0,0,0,0.0666666667
4842,Normal,1,4,6,36,28,87,25,112,0,37,0,0,0,0.6166666667
4843,Normal,1,3,3,35,98,24,3,27,0,54,0,0,0,0.9
4872,Normal,1,2,2,34,9,16,0,16,18,1170,0,0,0.3,19.5
4893,Normal,1,1,1,35,64,5,1,6,0,38,0,0,0,0.6333333333
4895,Normal,1,2,2,35,4,0,18,18,0,12,0,0,0,0.2
4902,Normal,1,1,1,36,151,4,4,8,0,16,0,0,0,0.2666666667
4909,Normal,1,2,2,35,42,2,2,4,0,5,0,0,0,0.0833333333
4939,Normal,1,4,4,35,9,360,12,372,24,1549,0,1,0.4,25.8166666667
4947,Normal,2,7,7,36,61,37,12,49,0,71,0,0,0,1.1833333333
4954,Normal,1,2,2,36,28,12,3,15,2,204,0,0,0.0333333333,3.4
4970,Normal,1,1,1,36,10,3,3,6,5,410,0,0,0.0833333333,6.8333333333
4983,Normal,1,2,2,35,9,241,0,241,111,6675,0,4,1.85,111.25
5020,Normal,1,2,2,36,36,63,13,76,4,273,0,0,0.0666666667,4.55
5028,Normal,1,4,4,36,25,6,6,12,0,22,0,0,0,0.3666666667
5036,Performance,3,9,15,105,558,497,281,778,233,14021,0,9,3.8833333333,233.6833333333
5040,Normal,1,6,6,35,191,47,44,91,39,2381,0,1,0.65,39.6833333333
5043,Normal,1,1,1,36,1,3,1,4,0,4,0,0,0,0.0666666667
5051,Normal,1,1,1,35,27,2,2,4,0,14,0,0,0,0.2333333333
5060,Normal,2,4,7,36,121,30,158,188,3,29290,0,20,0.05,488.1666666667
5097,Normal,1,3,3,36,257,100,23,123,1,94,0,0,0.0166666667,1.5666666667
5103,Normal,1,9,10,36,659,46,122,168,0,55,0,0,0,0.9166666667
5112,Normal,1,5,10,36,36,10,120,130,46,2796,0,1,0.7666666667,46.6
5123,Normal,1,2,2,36,42,5,5,10,0,6,0,0,0,0.1
5128,Normal,1,1,1,36,10,9,4,13,0,2,0,0,0,0.0333333333
5146,Normal,1,2,4,35,6,14,0,14,2,128,0,0,0.0333333333,2.1333333333
5156,Performance,2,2,2,70,13,18,4,22,22,891,0,0,0.3666666667,14.85
5173,Normal,1,1,1,36,1,1,1,2,7,469,0,0,0.1166666667,7.8166666667
5223,Normal,1,2,2,34,3,8,4,12,1,89,0,0,0.0166666667,1.4833333333
5235,Normal,1,1,1,36,111,1,1,2,19,1166,0,0,0.3166666667,19.4333333333
5244,Normal,1,2,2,36,100,8,20,28,0,2,0,0,0,0.0333333333
5246,Normal,1,1,1,36,110,1,1,2,0,4,0,0,0,0.0666666667
5258,Normal,1,2,2,36,86,2,0,2,0,6,0,0,0,0.1
5264,Normal,1,4,4,35,20,76,16,92,0,53,0,0,0,0.8833333333
5274,Normal,2,2,2,36,93,5,5,10,0,110,0,0,0,1.8333333333
5282,Normal,2,4,4,36,66,1,29,30,0,16,0,0,0,0.2666666667
5301,Normal,1,1,2,36,59,31,24,55,0,3,0,0,0,0.05
5311,Normal,2,2,2,36,74,45,3,48,0,549,0,0,0,9.15
5313,Normal,1,2,3,36,559,4,4,8,0,12226,0,8,0,203.7666666667
5332,Normal,1,1,1,25,10,8,1,9,0,71,0,0,0,1.1833333333
5340,Normal,1,1,1,36,21,5,4,9,0,358,0,0,0,5.9666666667
5342,Normal,1,2,2,34,39,53,3,56,23,1438,0,0,0.3833333333,23.9666666667
5344,Normal,1,1,2,36,10,78,40,118,0,1283,0,0,0,21.3833333333
5359,Normal,1,1,1,36,5,15,1,16,1,8981,0,6,0.0166666667,149.6833333333
5362,Normal,1,2,2,36,43,28,7,35,0,62,0,0,0,1.0333333333
5371,Normal,1,6,7,36,192,280,98,378,0,8,0,0,0,0.1333333333
5381,Breakage,1,1,1,36,20,3,3,6,4,297,0,0,0.0666666667,4.95
5382,Normal,1,6,12,36,99,71,16,87,0,62,0,0,0,1.0333333333
5386,Normal,1,1,1,36,184,6,1,7,0,47,0,0,0,0.7833333333
5402,Normal,1,10,46,36,543,1659,2076,3735,0,2,0,0,0,0.0333333333
5406,Dormant,1,1,1,35,5,1,1,2,10,628,0,0,0.1666666667,10.4666666667
5412,Normal,1,2,3,36,4,10,5,15,0,20,0,0,0,0.3333333333
5413,Normal,1,2,2,36,11,26,1,27,0,15,0,0,0,0.25
5433,Normal,1,2,2,36,228,4,2,6,0,54,0,0,0,0.9
5455,Normal,3,4,4,72,12,21,6,27,14,137,0,0,0.2333333333,2.2833333333
5457,Normal,1,3,3,36,644,39,1,40,0,10,0,0,0,0.1666666667
5472,Normal,1,2,2,36,13,248,0,248,0,9,0,0,0,0.15
5511,Surprising,1,2,2,36,542,4,3,7,0,9,0,0,0,0.15
5512,Normal,1,1,1,36,27,3,3,6,3,221,0,0,0.05,3.6833333333
5524,Normal,1,4,8,36,602,168,29,197,0,20,0,0,0,0.3333333333
5531,Normal,2,3,3,36,26,19,2,21,0,7,0,0,0,0.1166666667
5543,Normal,1,6,6,36,147,1592,181,1773,0,5,0,0,0,0.0833333333
5546,Normal,1,8,11,36,243,211,55,266,21,1307,0,0,0.35,21.7833333333
5551,Normal,1,7,11,37,865,18,18,36,24,1444,0,1,0.4,24.0666666667
5555,Normal,1,1,1,36,22,1,1,2,0,3,0,0,0,0.05
5558,Normal,1,2,2,36,182,3,15,18,0,6,0,0,0,0.1
5569,Normal,1,1,1,36,11,9,9,18,0,3,0,0,0,0.05
5571,Normal,1,2,2,36,119,9,2,11,0,10,0,0,0,0.1666666667
